p_id,wwa_names
EPO79BK8YQCMXKS4M7,"['Heat Advisory', 'Heat Advisory', 'Flash Flood Watch', 'Small Craft Advisory']"
EPO79BKP6RXNBS74M7,"['Red Flag Warning', 'Excessive Heat Warning', 'Excessive Heat Warning', 'Excessive Heat Watch', 'Excessive Heat Watch']"
EPO79BKMX9YRXV84M2,"['Flood Advisory', 'Flood Advisory', 'Flash Flood Warning', 'Flood Advisory', 'Flash Flood Watch', 'Flash Flood Warning', 'Flood Advisory', 'Flood Warning', 'Flood Warning', 'Flood Warning', 'Flood Warning', 'Flood Warning', 'Flood Advisory']"
EPO79BLBGJBL8LT4M9,[]
EPO79BLKF3WZYLG4M6,"['Beach Hazard Statement', 'High Surf Advisory', 'Red Flag Warning', 'Excessive Heat Warning', 'Excessive Heat Warning', 'Excessive Heat Warning', 'Excessive Heat Watch', 'Excessive Heat Watch', 'Excessive Heat Watch']"
EPO79BLK5JJMK7J4M0,"['Severe Thunderstorm Warning', 'Severe Thunderstorm Warning', 'Severe Thunderstorm Warning', 'Severe Thunderstorm Warning', 'Flood Advisory', 'Flash Flood Warning']"
EPO79BLSTGB5TCM4M7,"['Flash Flood Watch', 'Flash Flood Watch', 'Flash Flood Watch', 'Flash Flood Watch', 'Flash Flood Watch', 'Small Craft Advisory', 'Flood Advisory', 'Rip Currents Statement', 'Rip Currents Statement']"
EPO79BL9RTWCRLY4M8,['Severe Thunderstorm Warning']
EPO79BM2G956FM54M3,"['Flood Advisory', 'Flood Advisory', 'Flood Advisory', 'Flood Advisory']"
EPO79BM2YDWY8DQ4M2,[]
EPO79BLW673X4864M5,['Flash Flood Warning']
EPO79BMMN3FYV4Z4M2,[]
EPO79BMSW2SDW674M2,"['Severe Thunderstorm Warning', 'Flood Advisory', 'Flood Advisory', 'Severe Thunderstorm Warning', 'Flood Advisory', 'Flood Advisory', 'Flood Advisory', 'Flash Flood Watch', 'Flash Flood Watch', 'Flash Flood Watch', 'Flash Flood Watch', 'Flash Flood Watch', 'Flash Flood Watch', 'Flood Advisory', 'Flood Advisory', 'Flood Advisory', 'Flood Advisory', 'Flood Advisory']"
EPO79BMNVD95RLX4M4,"['Flood Advisory', 'Flood Advisory', 'Flash Flood Warning', 'Flood Advisory', 'Flash Flood Watch', 'Flash Flood Warning', 'Flood Advisory', 'Flood Warning', 'Flood Warning', 'Flood Warning', 'Flood Warning', 'Flood Warning', 'Flood Warning', 'Flood Warning', 'Flood Warning', 'Flood Advisory', 'Severe Thunderstorm Warning', 'Severe Thunderstorm Warning']"
EPO79BMVWQB9W3B4M5,[]
EPO79BNWD8XYRY34M5,"['Heat Advisory', 'Flood Advisory', 'Marine Warning', 'Severe Thunderstorm Warning', 'Marine Warning', 'Marine Warning', 'Flood Advisory', 'Small Craft Advisory', 'Beach Hazard Statement', 'Beach Hazard Statement']"
EPO79BP4ZFJRSCB4M4,[]
EPO79BVBLXH79FZ4M7,"['Beach Hazard Statement', 'High Surf Advisory', 'Heat Advisory', 'Excessive Heat Warning', 'Excessive Heat Watch', 'Excessive Heat Watch', 'Heat Advisory']"
EPO79BVBK3TXYQJ4M2,['Small Craft Advisory']
EPO79BTF4YNL3534M6,"['Flash Flood Watch', 'Flash Flood Watch', 'Flash Flood Watch', 'Flash Flood Watch', 'Flash Flood Watch', 'Small Craft Advisory', 'Rip Currents Statement', 'Rip Currents Statement', 'Rip Currents Statement']"
EPO79C2CRNVKLCC4M5,"['Severe Thunderstorm Warning', 'Severe Thunderstorm Warning', 'Severe Thunderstorm Warning', 'Severe Thunderstorm Warning', 'Severe Thunderstorm Warning']"
EPO79C9JXX8WY6C4M7,['Heat Advisory']
EPO79D5T9QZTGMX4M1,"['Flood Advisory', 'Flood Advisory', 'Flood Advisory', 'Severe Thunderstorm Warning', 'Severe Thunderstorm Warning']"
EPO79DGWVVGKJ6H4M4,[]
EPO79G2SSPS7RZV4M9,[]
EPO79G2VXQSTXPY4M4,"['Wind Advisory', 'Fire Weather Watch', 'Red Flag Warning', 'Red Flag Warning', 'Excessive Heat Warning', 'Excessive Heat Warning', 'Excessive Heat Warning', 'Excessive Heat Watch', 'Excessive Heat Watch', 'Excessive Heat Watch']"
EPO79G2SLN9B87P4M3,"['Heat Advisory', 'Heat Advisory']"
EPO79G2YYNMZ9SL4M1,"['Heat Advisory', 'Severe Thunderstorm Warning', 'Marine Warning', 'Flood Advisory', 'Flood Advisory', 'Severe Thunderstorm Warning', 'Severe Thunderstorm Warning', 'Flood Advisory', 'Flood Advisory', 'Severe Thunderstorm Warning', 'Severe Thunderstorm Warning', 'Flood Warning', 'Flood Warning', 'Beach Hazard Statement', 'Beach Hazard Statement', 'Small Craft Advisory']"
EPO79G3695VW7FR4M7,[]
EPO79G3MKH9SJ3R4M7,"['Beach Hazard Statement', 'Beach Hazard Statement', 'High Surf Advisory', 'High Surf Advisory', 'Excessive Heat Warning', 'Excessive Heat Warning', 'Excessive Heat Warning', 'Heat Advisory', 'Excessive Heat Watch', 'Excessive Heat Watch', 'Excessive Heat Watch', 'Excessive Heat Watch']"
EPO79G3FV7RTXH44M8,"['Flash Flood Watch', 'Flash Flood Watch', 'Flash Flood Watch', 'Flash Flood Watch', 'Flash Flood Watch', 'Flood Advisory', 'Flood Advisory', 'Rip Currents Statement']"
EPO79G3QQ4DGGLG4M0,"['Flood Advisory', 'Flood Advisory', 'Flash Flood Watch', 'Flash Flood Watch', 'Flash Flood Watch', 'Flash Flood Watch', 'Flash Flood Watch', 'Flash Flood Watch', 'Flood Advisory', 'Flood Advisory']"
EPO79GH9K2PR34V4M2,[]
EPO79GHSMHHH6774M8,['Heat Advisory']
EPO79GHP23VGBBQ4M3,"['Flood Advisory', 'Flood Advisory', 'Flash Flood Watch', 'Flash Flood Watch', 'Flash Flood Watch', 'Flash Flood Watch', 'Flash Flood Watch', 'Flood Advisory']"
EPO79GHVH4QRW674M9,"['Severe Thunderstorm Warning', 'Flood Advisory', 'Severe Thunderstorm Warning', 'Severe Thunderstorm Warning', 'Flood Advisory', 'Small Craft Advisory', 'Beach Hazard Statement', 'Beach Hazard Statement', 'Small Craft Advisory']"
EPO79GHPX5KCQ9C4M3,"['Heat Advisory', 'Flood Advisory', 'Flash Flood Warning']"
EPO79GHVW2W7QQF4M0,"['Heat Advisory', 'Severe Thunderstorm Warning', 'Severe Thunderstorm Warning', 'Flood Advisory', 'Flood Advisory', 'Severe Thunderstorm Warning', 'Severe Thunderstorm Warning', 'Severe Thunderstorm Warning', 'Severe Thunderstorm Warning', 'Flood Advisory', 'Beach Hazard Statement', 'Beach Hazard Statement']"
EPO79GHZ7Q8GY5V4M5,"['Heat Advisory', 'Heat Advisory', 'Heat Advisory', 'Beach Hazard Statement', 'Beach Hazard Statement']"
EPO79GK8BLCC3Z74M1,[]
EPO79GK9BC2FTYD4M3,"['Flood Advisory', 'Flood Advisory', 'Flash Flood Warning']"
EPO79GK6PCCQBXT4M6,['Severe Thunderstorm Warning']
EPO79GKXNC88NQC4M1,"['Heat Advisory', 'Heat Advisory', 'Heat Advisory']"
EPO79GKYLL2VJMR4M1,"['Beach Hazard Statement', 'High Surf Advisory', 'Small Craft Advisory', 'Excessive Heat Warning', 'Excessive Heat Watch', 'Small Craft Advisory']"
EPO79GKXYLDJ5RJ4M8,[]
EPO79GDDFTKQ3ZC4M3,"['Heat Advisory', 'Severe Thunderstorm Warning', 'Flash Flood Warning', 'Flash Flood Warning', 'Flood Advisory', 'Flood Advisory', 'Flash Flood Warning', 'Flash Flood Watch']"
EPO79GL42G2GQRT4M2,[]
EPO79GL54VQQTS54M8,"['Severe Thunderstorm Warning', 'Marine Warning', 'Flood Advisory', 'Severe Thunderstorm Warning', 'Severe Thunderstorm Warning', 'Flood Advisory', 'Beach Hazard Statement', 'Small Craft Advisory', 'Small Craft Advisory']"
EPO79GLCSK6ZQR84M5,"['Severe Thunderstorm Warning', 'Severe Thunderstorm Warning']"
EPO79GLHJN3K72G4M8,"['Flood Advisory', 'Beach Hazard Statement']"
EPO79GHYQLPZDRG4M4,[]
EPO79GLRBFQN2974M0,"['Severe Thunderstorm Warning', 'Marine Warning', 'Flood Advisory', 'Severe Thunderstorm Warning', 'Severe Thunderstorm Warning', 'Flood Advisory', 'Beach Hazard Statement', 'Small Craft Advisory', 'Small Craft Advisory']"
EPO79GM4PVBNYDZ4M8,"['Heat Advisory', 'Heat Advisory']"
EPO79GMK7HKDZWD4M9,"['Flood Advisory', 'Flood Advisory', 'Flood Advisory', 'Flood Advisory', 'Severe Thunderstorm Warning', 'Flood Advisory', 'Severe Thunderstorm Warning', 'Flood Advisory', 'Flood Advisory', 'Flood Advisory', 'Flash Flood Watch']"
EPO79GMKCCP9TD74M0,[]
EPO79GMSVKXZ8Q64M7,"['Severe Thunderstorm Warning', 'Severe Thunderstorm Warning', 'Flood Advisory', 'Flood Advisory', 'Severe Thunderstorm Warning']"
EPO79GNM532Q7BW4M1,[]
EPO79GNSKL9W5HS4M7,"['Severe Thunderstorm Warning', 'Severe Thunderstorm Warning', 'Flood Advisory', 'Flood Advisory']"
EPO79GNWK64XTKR4M3,"['Heat Advisory', 'Heat Advisory', 'Small Craft Advisory']"
EPO79GLD7N7TSD74M9,[]
EPO79GQFP7DWZGF4M0,['Heat Advisory']
EPO79GVCL7BWDYM4M7,[]
EPO79GQN3H3VG7K4M4,"['Heat Advisory', 'Heat Advisory']"
EPO79GXXNZ7W7QV4M6,[]
EPO79H4YQJYWKFT4M5,['Flood Advisory']
EPO79H7KBJTVYK74M6,"['Heat Advisory', 'Heat Advisory', 'Heat Advisory', 'Heat Advisory']"
EPO79H7CXJH6WY74M3,[]
EPO79J5DYVBZJ3B4M5,"['Heat Advisory', 'Heat Advisory', 'Heat Advisory', 'Heat Advisory', 'Heat Advisory', 'Heat Advisory', 'Flood Advisory', 'Flood Advisory']"
EPO79J5LP9QC98L4M7,[]
EPO79J72ZK4XRYL4M9,['Heat Advisory']
EPO79J7MYGJWNC84M6,"['Severe Thunderstorm Warning', 'Severe Thunderstorm Warning']"
EPO79J5KQ7JSCJJ4M7,"['Excessive Heat Warning', 'Excessive Heat Watch']"
EPO79J7NYD4DLWD4M1,"['Severe Thunderstorm Warning', 'Flood Advisory', 'Flash Flood Warning', 'Severe Thunderstorm Warning', 'Flood Advisory', 'Flood Advisory', 'Severe Thunderstorm Warning', 'Flash Flood Warning', 'Flood Advisory']"
EPO79J7YL23D58K4M1,"['Excessive Heat Watch', 'Excessive Heat Watch', 'Excessive Heat Warning', 'Excessive Heat Warning', 'Excessive Heat Watch', 'Excessive Heat Warning', 'Excessive Heat Watch', 'Excessive Heat Warning', 'Heat Advisory', 'Heat Advisory', 'Heat Advisory']"
EPO79J8289BB5NV4M9,[]
EPO79J86QDVGZD44M7,"['Flood Advisory', 'Flood Advisory', 'Flood Advisory', 'Flash Flood Watch', 'Flash Flood Watch', 'Flash Flood Watch', 'Flash Flood Watch', 'Flood Advisory']"
EPO79JC5QWZNSLQ4M5,"['Excessive Heat Warning', 'Excessive Heat Watch', 'Excessive Heat Warning', 'Excessive Heat Watch', 'Excessive Heat Watch', 'Excessive Heat Warning', 'Dust Storm Advisory', 'Dust Storm Warning', 'Dust Storm Advisory', 'Dust Storm Advisory', 'Dust Storm Advisory']"
EPO79JCBMSTW9SB4M4,"['Wind Advisory', 'Fire Weather Watch', 'Red Flag Warning', 'Fire Weather Watch', 'Red Flag Warning', 'Red Flag Warning', 'Excessive Heat Warning', 'Excessive Heat Warning', 'Excessive Heat Warning', 'Excessive Heat Warning', 'Excessive Heat Watch', 'Excessive Heat Watch', 'Excessive Heat Watch', 'Excessive Heat Watch', 'Wind Advisory']"
EPO79JCPL7LN3JW4M3,['Heat Advisory']
EPO79JCNMH5VKXJ4M9,[]
EPO79JCR7SC28PM4M7,"['Flood Advisory', 'Flood Advisory', 'Flood Advisory']"
EPO79JCJLYHZNFZ4M6,"['Severe Thunderstorm Warning', 'Severe Thunderstorm Warning']"
EPO79JCPPF7Z2R54M9,"['Heat Advisory', 'Flood Advisory', 'Severe Thunderstorm Warning', 'Marine Warning', 'Flood Advisory', 'Marine Warning', 'Flood Advisory', 'Small Craft Advisory', 'Beach Hazard Statement']"
EPO79JD77VTZ9QC4M1,"['Beach Hazard Statement', 'High Surf Advisory', 'Red Flag Warning', 'Excessive Heat Warning', 'Excessive Heat Warning', 'Excessive Heat Warning', 'Excessive Heat Watch', 'Excessive Heat Watch', 'Excessive Heat Watch']"
EPO79JFVRVB4LHB4M0,"['Wind Advisory', 'Fire Weather Watch', 'Red Flag Warning', 'Excessive Heat Warning', 'Excessive Heat Warning', 'Excessive Heat Watch', 'Excessive Heat Watch']"
EPO79JFWGJQC2YX4M5,"['Heat Advisory', 'Severe Thunderstorm Warning', 'Flash Flood Warning', 'Flash Flood Warning', 'Flood Advisory', 'Flood Advisory', 'Flash Flood Warning', 'Flash Flood Watch']"
EPO79JCMCHKTKSV4M5,"['Flood Advisory', 'Flood Advisory', 'Flash Flood Warning', 'Flood Advisory', 'Flash Flood Watch', 'Flash Flood Warning', 'Flood Advisory', 'Flood Warning', 'Flood Warning', 'Flood Warning', 'Flood Warning', 'Flood Warning', 'Flood Advisory']"
EPO79JJ36DN4FNR4M9,"['Flash Flood Watch', 'Flood Advisory', 'Flash Flood Warning', 'Flood Advisory', 'Flash Flood Warning', 'Flood Advisory', 'Flash Flood Watch']"
EPO79JJ5KBKL5ZC4M1,"['Heat Advisory', 'Severe Thunderstorm Warning', 'Severe Thunderstorm Warning', 'Flood Advisory', 'Flood Advisory', 'Severe Thunderstorm Warning', 'Severe Thunderstorm Warning', 'Severe Thunderstorm Warning', 'Flood Advisory', 'Flood Advisory', 'Beach Hazard Statement']"
EPO79JL5228KB2W4M1,['Small Craft Advisory']
EPO79JM9Q52ZMR84M4,['Small Craft Advisory']
EPO79JMBXFW6K894M8,['Flash Flood Warning']
EPO79JMQJTKLYQ94M3,[]
EPO79JNPBS7LGK24M6,"['Flash Flood Watch', 'Flash Flood Watch', 'Flash Flood Watch', 'Flash Flood Watch', 'Flash Flood Watch', 'Small Craft Advisory', 'Rip Currents Statement', 'Rip Currents Statement']"
EPO79JNNZPXQ63H4M9,['Flood Advisory']
EPO79JQP4FB2NJ94M3,"['Flood Advisory', 'Flood Advisory']"
EPO79JQW89GYWGC4M9,"['Heat Advisory', 'Heat Advisory', 'Heat Advisory', 'Heat Advisory']"
EPO79JZ6KNBTM3C4M4,"['Beach Hazard Statement', 'Small Craft Advisory']"
EPO79JZ95SMM3RP4M8,['Marine Warning']
EPO79K27JYZJX444M3,"['Flood Advisory', 'Flood Advisory', 'Flood Advisory', 'Flood Warning']"
EPO79K2RJZ4C3BF4M0,"['Flood Advisory', 'Flood Advisory', 'Flood Advisory']"
EPO79K3BNPGMSXP4M9,[]
EPO79K3DHBGM9JJ4M5,['Small Craft Advisory']
EPO79K75565SFGF4M8,"['Severe Thunderstorm Warning', 'Flash Flood Warning', 'Severe Thunderstorm Warning', 'Severe Thunderstorm Warning', 'Severe Thunderstorm Warning', 'Severe Thunderstorm Warning']"
EPO79K74ZMRP24B4M5,"['Heat Advisory', 'Heat Advisory', 'Severe Thunderstorm Warning', 'Severe Thunderstorm Warning']"
EPO79KKRW8P9VS34M2,"['Small Craft Advisory', 'Small Craft Advisory']"
EPO79K7HBK7WT934M4,"['Flash Flood Watch', 'Flash Flood Watch', 'Flash Flood Watch', 'Flash Flood Watch', 'Small Craft Advisory']"
EPO79M8KHCR7ZBP4M3,[]
EPO79N63SCCJ27K4M6,[]
EPO79PLZGZS563W4M0,"['Excessive Heat Warning', 'Excessive Heat Watch']"
EPO79QT5XFN6JNW4M0,[]
EPO79R8BR7787JJ4M5,[]
EPO79R762RMZG7G4M0,"['Flood Advisory', 'Flood Advisory', 'Flash Flood Watch', 'Flash Flood Watch', 'Flash Flood Watch', 'Flash Flood Watch', 'Flash Flood Watch']"
EPO79R8GR2CK9RH4M3,"['Beach Hazard Statement', 'Heat Advisory', 'Heat Advisory', 'Small Craft Advisory']"
EPO79R8GHB3RP9T4M1,"['Flood Advisory', 'Flash Flood Watch', 'Heat Advisory', 'Heat Advisory', 'Flood Advisory', 'Flash Flood Warning', 'Flash Flood Watch']"
EPO79R8H4SD9NVJ4M7,[]
EPO79R8JVKQZT8Z4M9,[]
EPO79R8Q7KVDMGT4M4,"['Heat Advisory', 'Flood Advisory', 'Flood Advisory', 'Flash Flood Watch', 'Flash Flood Watch', 'Flood Advisory']"
EPO79R8LJBCS7HT4M6,[]
EPO79R8QVQNGGRY4M8,"['Flood Advisory', 'Flood Advisory', 'Flood Advisory', 'Flash Flood Watch', 'Flash Flood Watch', 'Flash Flood Watch', 'Flash Flood Watch', 'Flash Flood Watch', 'Flood Advisory', 'Flood Advisory', 'Flood Advisory', 'Flood Advisory', 'Flood Advisory', 'Flood Advisory', 'Flash Flood Warning', 'Flood Advisory']"
EPO79R8RHKGFMLC4M4,[]
EPO79R9DH7SSHTH4M4,"['Heat Advisory', 'Heat Advisory']"
EPO79R9DHKKKWY34M8,['Severe Thunderstorm Warning']
EPO79R9KTDSKJL64M6,"['Flood Advisory', 'Flood Advisory', 'Flash Flood Warning', 'Flood Advisory', 'Flash Flood Watch', 'Flash Flood Watch', 'Flash Flood Warning', 'Flood Advisory', 'Flood Advisory', 'Flood Warning', 'Flood Warning', 'Flood Warning', 'Flood Warning', 'Flood Warning', 'Flood Advisory', 'Flood Advisory', 'Flood Advisory']"
EPO79R9FFGMFDQ54M1,"['Heat Advisory', 'Flood Advisory', 'Marine Warning', 'Marine Warning', 'Severe Thunderstorm Warning', 'Marine Warning', 'Marine Warning', 'Marine Warning', 'Marine Warning', 'Flood Advisory', 'Beach Hazard Statement', 'Small Craft Advisory']"
EPO79R9N2M77DMC4M4,"['Severe Thunderstorm Warning', 'Flood Advisory', 'Severe Thunderstorm Warning', 'Severe Thunderstorm Warning', 'Flood Advisory', 'Beach Hazard Statement', 'Small Craft Advisory']"
EPO79R9FJYZJRL44M6,['Flood Advisory']
EPO79R9XDPRSJ3V4M1,"['Severe Thunderstorm Warning', 'Severe Thunderstorm Warning']"
EPO79R9YW8HWNQ54M1,"['High Surf Advisory', 'Beach Hazard Statement', 'Small Craft Advisory', 'Heat Advisory', 'Excessive Heat Warning', 'Excessive Heat Watch', 'Excessive Heat Watch', 'Small Craft Advisory']"
EPO79RB5QGL93R44M2,['Flood Advisory']
EPO79R966BD8YYF4M0,[]
EPO79QVP5T6KMGR4M2,[]
EPO79RBJ2PS99KC4M2,"['Marine Warning', 'Flood Advisory', 'Flood Advisory']"
EPO79RBPQMKGFK94M5,"['Excessive Heat Warning', 'Heat Advisory', 'Heat Advisory']"
EPO79RBWN9C3X4B4M8,"['Flash Flood Watch', 'Flash Flood Watch', 'Flash Flood Watch', 'Flash Flood Watch', 'Flash Flood Watch', 'Flash Flood Watch', 'Small Craft Advisory', 'Rip Currents Statement', 'Rip Currents Statement', 'Rip Currents Statement']"
EPO79RCYYM4GR234M7,"['Severe Thunderstorm Warning', 'Flood Advisory', 'Flash Flood Warning', 'Severe Thunderstorm Warning', 'Flood Advisory', 'Flood Advisory', 'Severe Thunderstorm Warning', 'Flash Flood Warning', 'Flood Advisory', 'Severe Thunderstorm Warning']"
EPO79RDBN296K554M0,"['Flood Advisory', 'Flood Advisory', 'Flash Flood Watch', 'Flash Flood Watch', 'Flash Flood Watch', 'Flash Flood Watch', 'Flash Flood Watch', 'Flash Flood Watch', 'Flash Flood Watch', 'Flood Advisory', 'Flood Advisory', 'Rip Currents Statement']"
EPO79RDW5HN7NVL4M5,['Flood Advisory']
EPO79RF93DRSTWL4M6,"['Beach Hazard Statement', 'Excessive Heat Warning', 'Excessive Heat Watch']"
EPO79RGD7XLTS3H4M0,['Heat Advisory']
EPO79RJDNWCR2FV4M4,"['Heat Advisory', 'Excessive Heat Watch', 'Excessive Heat Warning', 'Excessive Heat Watch', 'Excessive Heat Warning', 'Excessive Heat Watch', 'Excessive Heat Warning', 'Excessive Heat Warning', 'Excessive Heat Watch', 'Excessive Heat Watch', 'Excessive Heat Warning', 'Dust Storm Advisory', 'Dust Storm Advisory', 'Dust Storm Advisory', 'Dust Storm Warning', 'Dust Storm Warning', 'Dust Storm Warning', 'Dust Storm Advisory', 'Dust Storm Advisory', 'Dust Storm Advisory', 'Dust Storm Advisory', 'Dust Storm Warning', 'Dust Storm Advisory', 'Dust Storm Advisory']"
EPO79RJFYDKXNR44M1,"['Flood Advisory', 'Flood Advisory', 'Flood Advisory', 'Flash Flood Watch', 'Flash Flood Watch', 'Flash Flood Watch', 'Flash Flood Watch', 'Flash Flood Watch', 'Flood Advisory', 'Flood Advisory', 'Flood Advisory', 'Flood Advisory', 'Flood Advisory', 'Flood Advisory', 'Flash Flood Warning', 'Flood Advisory']"
EPO79RLMKYFV28Q4M7,[]
EPO79RLY3P3QYKJ4M8,"['Heat Advisory', 'Heat Advisory', 'Heat Advisory', 'Flood Advisory', 'Severe Thunderstorm Warning', 'Flood Advisory', 'Severe Thunderstorm Warning', 'Flood Advisory', 'Flood Advisory', 'Flood Advisory', 'Flood Advisory', 'Beach Hazard Statement', 'Beach Hazard Statement']"
EPO79RM5S9CGXSN4M0,[]
EPO79RMYCTQ36VT4M4,"['Heat Advisory', 'Heat Advisory']"
EPO79RPNCFT66GB4M0,"['Heat Advisory', 'Heat Advisory', 'Heat Advisory']"
EPO79S8XJKXB89T4M7,"['Heat Advisory', 'Heat Advisory', 'Heat Advisory', 'Heat Advisory']"
EPO79S9TQGQDFJD4M0,"['Heat Advisory', 'Heat Advisory']"
EPO79SCL5F6KTVP4M9,[]
EPO79SC9W6HK9Z74M0,['Heat Advisory']
EPO79SD3GZ62RLQ4M5,"['Flood Advisory', 'Flood Advisory', 'Flash Flood Warning', 'Flash Flood Warning', 'Severe Thunderstorm Warning', 'Severe Thunderstorm Warning', 'Flood Advisory', 'Flood Advisory', 'Flood Advisory', 'Flood Advisory', 'Flood Advisory', 'Flood Advisory', 'Flood Advisory', 'Flash Flood Watch', 'Flash Flood Watch', 'Flash Flood Watch', 'Flood Advisory', 'Flood Advisory', 'Flash Flood Warning']"
EPO79SF868TWBV24M7,['Severe Thunderstorm Warning']
EPO79SD4CQ46RFQ4M5,"['Flood Advisory', 'Flood Advisory']"
EPO79SCYB76ZLK54M7,"['Severe Thunderstorm Warning', 'Severe Thunderstorm Warning', 'Flood Advisory', 'Flash Flood Warning']"
EPO79SF5MY6D5V64M1,[]
EPO79SFKZ7N2RP84M2,"['Heat Advisory', 'Marine Warning', 'Marine Warning', 'Flood Advisory', 'Flood Advisory', 'Severe Thunderstorm Warning', 'Severe Thunderstorm Warning', 'Flood Warning', 'Flood Warning', 'Small Craft Advisory', 'Beach Hazard Statement', 'Small Craft Advisory']"
EPO79SFPZKFJH4S4M4,"['Flood Advisory', 'Severe Thunderstorm Warning']"
EPO79SFV8XY7Y8G4M4,['Flood Advisory']
EPO79SGDP5JD72K4M2,"['Excessive Heat Warning', 'Excessive Heat Watch', 'Heat Advisory']"
EPO79SGQBQB5XT64M4,"['Excessive Heat Warning', 'Dust Storm Advisory', 'Dust Storm Warning', 'Dust Storm Advisory', 'Dust Storm Advisory', 'Wind Advisory']"
EPO79SH2S8TCFNX4M9,"['Flood Advisory', 'Beach Hazard Statement', 'Beach Hazard Statement']"
EPO79SHPD8CJTJY4M4,"['Marine Warning', 'Marine Warning']"
EPO79SKHGRSFPGN4M5,"['Flash Flood Watch', 'Flash Flood Watch', 'Flash Flood Watch', 'Flash Flood Watch', 'Flash Flood Watch', 'Flash Flood Watch', 'Rip Currents Statement', 'Rip Currents Statement']"
EPO79SKHXDPQMN84M8,"['Heat Advisory', 'Flash Flood Watch', 'Small Craft Advisory']"
EPO79SHN5FW79V44M1,"['Fire Weather Watch', 'Red Flag Warning']"
EPO79SHPD3H5MGV4M1,"['Marine Warning', 'Flood Advisory', 'Flood Advisory', 'Flood Warning']"
EPO79SKMCFBDSH84M5,[]
EPO79RB6F9VVQTT4M3,"['Marine Warning', 'Flood Advisory', 'Flood Advisory', 'Flood Warning']"
EPO79SMQQXN2HJF4M9,"['Severe Thunderstorm Warning', 'Severe Thunderstorm Warning']"
EPO79SMQVMWK3XD4M0,[]
EPO79SN3BZKCCQ94M9,"['Severe Thunderstorm Warning', 'Severe Thunderstorm Warning']"
EPO79SNKTB2N58G4M7,"['Heat Advisory', 'Severe Thunderstorm Warning', 'Severe Thunderstorm Warning']"
EPO79SRBKFDH2BH4M4,['Severe Thunderstorm Warning']
EPO79SRMF54PCCV4M3,[]
EPO79SRZKX554274M9,[]
EPO79SS99V5YMKH4M4,[]
EPO79SRBTHF23DV4M1,[]
EPO79SSBTF5F2KX4M2,"['Beach Hazard Statement', 'High Surf Advisory', 'Red Flag Warning', 'Excessive Heat Warning', 'Excessive Heat Warning', 'Excessive Heat Warning', 'Excessive Heat Watch', 'Excessive Heat Watch', 'Excessive Heat Watch']"
EPO79SSQJBXMLZV4M4,['Flood Advisory']
EPO79SSTCJZMVFF4M6,"['Heat Advisory', 'Heat Advisory']"
EPO79ST3NJW2KDH4M1,[]
EPO79T4S7QG7NQD4M2,[]
EPO79T66ZXHKDMM4M0,"['Small Craft Advisory', 'Beach Hazard Statement', 'Beach Hazard Statement', 'Beach Hazard Statement', 'Small Craft Advisory', 'Small Craft Advisory']"
EPO79T6MMX7ZMFC4M4,[]
EPO79T7FTWG8PG74M4,"['Heat Advisory', 'Excessive Heat Warning', 'Heat Advisory', 'Heat Advisory', 'Heat Advisory', 'Severe Thunderstorm Warning']"
EPO79T97VL8W8NF4M8,[]
EPO79T9H995H9N94M9,"['Flood Advisory', 'Severe Thunderstorm Warning']"
EPO79TJCPHSSPGB4M6,"['Excessive Heat Warning', 'Dust Storm Advisory', 'Dust Storm Warning', 'Dust Storm Advisory', 'Dust Storm Advisory', 'Wind Advisory', 'Wind Advisory']"
EPO79TJTK9ZLGWK4M3,"['Flood Warning', 'Beach Hazard Statement']"
EPO79TJQ2LDQY2Z4M6,"['Flash Flood Watch', 'Flood Advisory', 'Flash Flood Warning', 'Flash Flood Watch']"
EPO79TJRXQJJK4Z4M7,['Marine Warning']
EPO79TKXSVLL67Y4M9,[]
EPO79TL8W5GVMS34M0,"['Flash Flood Watch', 'Flash Flood Watch', 'Flash Flood Watch', 'Flash Flood Watch', 'Flash Flood Watch', 'Flash Flood Watch', 'Flood Advisory', 'Flood Advisory', 'Rip Currents Statement']"
EPO79TL7PZRF7874M1,"['Beach Hazard Statement', 'Beach Hazard Statement', 'High Surf Advisory', 'High Surf Advisory', 'Excessive Heat Warning', 'Excessive Heat Warning', 'Excessive Heat Warning', 'Heat Advisory', 'Excessive Heat Watch', 'Excessive Heat Watch', 'Excessive Heat Watch', 'Excessive Heat Watch']"
EPO79TLZJQBR8H64M2,"['Heat Advisory', 'Flash Flood Watch', 'Flash Flood Watch', 'Flash Flood Watch']"
EPO79TM6885M34B4M0,['Small Craft Advisory']
EPO79TM652J93DP4M8,"['Flood Advisory', 'Marine Warning']"
EPO79TMSQVFDJKW4M8,"['Marine Warning', 'Flood Advisory', 'Flood Advisory', 'Flood Warning']"
EPO79TM4LBNGGBH4M4,[]
EPO79TMWQ9D2ZKZ4M7,"['Flash Flood Watch', 'Flash Flood Watch', 'Flash Flood Watch', 'Flash Flood Watch']"
EPO79TMYBNYQQS34M4,"['Beach Hazard Statement', 'High Surf Advisory', 'Small Craft Advisory', 'Excessive Heat Warning', 'Excessive Heat Watch', 'Small Craft Advisory']"
EPO79TNHJBDSSLB4M9,[]
EPO79TNK4D8Q46M4M3,['Flood Advisory']
